station,type,count,time,lat,long
Washington Blvd & 7th St N,Leave,2,LATEMORN,38.880834,-77.091129
Washington Blvd & 7th St N,Leave,2,AFTERNOON,38.880834,-77.091129
1st & Washington Hospital Center NW,Leave,7,EVENING,38.928743,-77.012457
1st & Washington Hospital Center NW,Leave,1,LATEMORN,38.928743,-77.012457
1st & Washington Hospital Center NW,Leave,1,NIGHT,38.928743,-77.012457
19th & K St NW,Leave,12,EVENING,38.902204,-77.04337
19th & K St NW,Leave,4,LATEMORN,38.902204,-77.04337
19th & K St NW,Leave,7,AFTERNOON,38.902204,-77.04337
19th & K St NW,Leave,4,NIGHT,38.902204,-77.04337
Potomac & Pennsylvania Ave SE,Leave,5,EVENING,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Leave,3,EARLYMORN,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Leave,1,LATENIGHT,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Leave,10,LATEMORN,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Leave,9,AFTERNOON,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Leave,7,NIGHT,38.8803,-76.9862
Florida Ave & R St NW,Leave,1,LATENIGHT,38.9126,-77.0135
Florida Ave & R St NW,Leave,5,EVENING,38.9126,-77.0135
Florida Ave & R St NW,Leave,18,LATEMORN,38.9126,-77.0135
Florida Ave & R St NW,Leave,18,AFTERNOON,38.9126,-77.0135
Florida Ave & R St NW,Leave,6,NIGHT,38.9126,-77.0135
Smithsonian / Jefferson Dr & 12th St SW,Leave,26,EVENING,38.888767,-77.02858
Smithsonian / Jefferson Dr & 12th St SW,Leave,5,LATEMORN,38.888767,-77.02858
Smithsonian / Jefferson Dr & 12th St SW,Leave,19,AFTERNOON,38.888767,-77.02858
Smithsonian / Jefferson Dr & 12th St SW,Leave,4,NIGHT,38.888767,-77.02858
3000 Connecticut Ave NW / National Zoo,Leave,2,EARLYMORN,38.930282,-77.055599
3000 Connecticut Ave NW / National Zoo,Leave,12,EVENING,38.930282,-77.055599
3000 Connecticut Ave NW / National Zoo,Leave,10,LATEMORN,38.930282,-77.055599
3000 Connecticut Ave NW / National Zoo,Leave,6,AFTERNOON,38.930282,-77.055599
3000 Connecticut Ave NW / National Zoo,Leave,2,NIGHT,38.930282,-77.055599
23rd & Crystal Dr,Leave,2,EVENING,38.8533,-77.0498
1st & Rhode Island Ave NW,Leave,13,LATEMORN,38.915417,-77.012289
1st & Rhode Island Ave NW,Leave,7,EVENING,38.915417,-77.012289
1st & Rhode Island Ave NW,Leave,4,EARLYMORN,38.915417,-77.012289
1st & Rhode Island Ave NW,Leave,5,AFTERNOON,38.915417,-77.012289
1st & Rhode Island Ave NW,Leave,6,NIGHT,38.915417,-77.012289
3rd & D St SE,Leave,15,EVENING,38.8851,-77.0023
3rd & D St SE,Leave,4,EARLYMORN,38.8851,-77.0023
3rd & D St SE,Leave,1,LATENIGHT,38.8851,-77.0023
3rd & D St SE,Leave,7,LATEMORN,38.8851,-77.0023
3rd & D St SE,Leave,7,AFTERNOON,38.8851,-77.0023
3rd & D St SE,Leave,13,NIGHT,38.8851,-77.0023
12th & L St NW,Leave,14,EVENING,38.903819,-77.0284
12th & L St NW,Leave,1,EARLYMORN,38.903819,-77.0284
12th & L St NW,Leave,1,LATENIGHT,38.903819,-77.0284
12th & L St NW,Leave,13,LATEMORN,38.903819,-77.0284
12th & L St NW,Leave,5,AFTERNOON,38.903819,-77.0284
12th & L St NW,Leave,10,NIGHT,38.903819,-77.0284
Central Library / N Quincy St & 10th St N,Leave,1,AFTERNOON,38.88397,-77.10783
Central Library / N Quincy St & 10th St N,Leave,2,NIGHT,38.88397,-77.10783
23rd & Eads,Leave,2,LATEMORN,38.853613,-77.053535
23rd & Eads,Leave,2,EVENING,38.853613,-77.053535
23rd & Eads,Leave,1,EARLYMORN,38.853613,-77.053535
Clarendon Blvd & N Fillmore St,Leave,3,LATEMORN,38.8881,-77.09308
Clarendon Blvd & N Fillmore St,Leave,1,LATENIGHT,38.8881,-77.09308
Clarendon Blvd & N Fillmore St,Leave,5,EVENING,38.8881,-77.09308
Clarendon Blvd & N Fillmore St,Leave,4,NIGHT,38.8881,-77.09308
Wilson Blvd & N Edgewood St,Leave,1,NIGHT,38.889,-77.0925
Wilson Blvd & N Edgewood St,Leave,5,EVENING,38.889,-77.0925
Wilson Blvd & N Edgewood St,Leave,1,LATEMORN,38.889,-77.0925
Wilson Blvd & N Edgewood St,Leave,3,AFTERNOON,38.889,-77.0925
Wilson Blvd & N Edgewood St,Leave,1,LATENIGHT,38.889,-77.0925
Massachusetts Ave & Dupont Circle NW,Leave,45,EVENING,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Leave,2,EARLYMORN,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Leave,5,LATENIGHT,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Leave,36,LATEMORN,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Leave,38,AFTERNOON,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Leave,39,NIGHT,38.9101,-77.0444
Eckington Pl & Q St NE,Leave,7,EVENING,38.910972,-77.00495
Eckington Pl & Q St NE,Leave,6,LATEMORN,38.910972,-77.00495
Eckington Pl & Q St NE,Leave,4,AFTERNOON,38.910972,-77.00495
Ballston Metro / N Stuart & 9th St N,Leave,4,EVENING,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Leave,6,LATEMORN,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Leave,7,AFTERNOON,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Leave,1,NIGHT,38.881044,-77.111768
Potomac Ave & 35th St S,Leave,1,AFTERNOON,38.844015,-77.050537
Commerce St & Fayette St,Leave,5,EVENING,38.805648,-77.05293
Commerce St & Fayette St,Leave,3,AFTERNOON,38.805648,-77.05293
Commerce St & Fayette St,Leave,2,NIGHT,38.805648,-77.05293
Pennsylvania & Minnesota Ave SE,Leave,1,AFTERNOON,38.873057,-76.971015
10th & Monroe St NE,Leave,4,LATEMORN,38.932514,-76.992889
10th & Monroe St NE,Leave,2,AFTERNOON,38.932514,-76.992889
1st & K St SE,Leave,1,NIGHT,38.87861,-77.006004
1st & K St SE,Leave,4,EVENING,38.87861,-77.006004
1st & K St SE,Leave,5,LATEMORN,38.87861,-77.006004
1st & K St SE,Leave,2,AFTERNOON,38.87861,-77.006004
1st & K St SE,Leave,2,LATENIGHT,38.87861,-77.006004
7th & T St NW,Leave,10,EVENING,38.9155,-77.0222
7th & T St NW,Leave,3,EARLYMORN,38.9155,-77.0222
7th & T St NW,Leave,2,LATENIGHT,38.9155,-77.0222
7th & T St NW,Leave,13,LATEMORN,38.9155,-77.0222
7th & T St NW,Leave,3,AFTERNOON,38.9155,-77.0222
7th & T St NW,Leave,12,NIGHT,38.9155,-77.0222
20th & Crystal Dr,Leave,1,EVENING,38.8564,-77.0492
20th & Crystal Dr,Leave,4,LATEMORN,38.8564,-77.0492
20th & Crystal Dr,Leave,2,AFTERNOON,38.8564,-77.0492
20th & Crystal Dr,Leave,1,NIGHT,38.8564,-77.0492
N Rhodes & 16th St N,Leave,1,LATEMORN,38.892164,-77.079375
N Rhodes & 16th St N,Leave,2,AFTERNOON,38.892164,-77.079375
Adams Mill & Columbia Rd NW,Leave,13,EVENING,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Leave,5,EARLYMORN,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Leave,10,LATENIGHT,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Leave,13,LATEMORN,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Leave,24,AFTERNOON,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Leave,15,NIGHT,38.922925,-77.042581
15th & Hayes St,Leave,2,EVENING,38.8604,-77.0603
Thomas Circle,Leave,26,EVENING,38.9059,-77.0325
Thomas Circle,Leave,2,EARLYMORN,38.9059,-77.0325
Thomas Circle,Leave,2,LATENIGHT,38.9059,-77.0325
Thomas Circle,Leave,34,LATEMORN,38.9059,-77.0325
Thomas Circle,Leave,25,AFTERNOON,38.9059,-77.0325
Thomas Circle,Leave,18,NIGHT,38.9059,-77.0325
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Leave,6,EVENING,38.88412,-77.04657
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Leave,1,LATEMORN,38.88412,-77.04657
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Leave,9,AFTERNOON,38.88412,-77.04657
Ward Circle / American University,Leave,5,EVENING,38.938736,-77.087171
Ward Circle / American University,Leave,3,AFTERNOON,38.938736,-77.087171
Ward Circle / American University,Leave,4,NIGHT,38.938736,-77.087171
4th & East Capitol St NE,Leave,7,EVENING,38.889955,-77.000349
4th & East Capitol St NE,Leave,9,LATEMORN,38.889955,-77.000349
4th & East Capitol St NE,Leave,10,AFTERNOON,38.889955,-77.000349
4th & East Capitol St NE,Leave,8,NIGHT,38.889955,-77.000349
New Hampshire Ave & T St NW [formerly 16th & U St NW],Leave,21,EVENING,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Leave,4,EARLYMORN,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Leave,9,LATENIGHT,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Leave,28,LATEMORN,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Leave,20,AFTERNOON,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Leave,19,NIGHT,38.91554,-77.03818
Metro Center / 12th & G St NW,Leave,1,LATENIGHT,38.898364,-77.027869
Metro Center / 12th & G St NW,Leave,35,EVENING,38.898364,-77.027869
Metro Center / 12th & G St NW,Leave,9,LATEMORN,38.898364,-77.027869
Metro Center / 12th & G St NW,Leave,13,AFTERNOON,38.898364,-77.027869
Metro Center / 12th & G St NW,Leave,16,NIGHT,38.898364,-77.027869
C & O Canal & Wisconsin Ave NW,Leave,4,LATEMORN,38.90375,-77.06269
C & O Canal & Wisconsin Ave NW,Leave,18,EVENING,38.90375,-77.06269
C & O Canal & Wisconsin Ave NW,Leave,1,EARLYMORN,38.90375,-77.06269
C & O Canal & Wisconsin Ave NW,Leave,14,AFTERNOON,38.90375,-77.06269
C & O Canal & Wisconsin Ave NW,Leave,8,NIGHT,38.90375,-77.06269
USDA / 12th & Independence Ave SW,Leave,17,EVENING,38.887237,-77.028226
USDA / 12th & Independence Ave SW,Leave,1,LATEMORN,38.887237,-77.028226
USDA / 12th & Independence Ave SW,Leave,8,AFTERNOON,38.887237,-77.028226
USDA / 12th & Independence Ave SW,Leave,1,NIGHT,38.887237,-77.028226
27th & Crystal Dr,Leave,9,EVENING,38.848441,-77.051516
27th & Crystal Dr,Leave,1,NIGHT,38.848441,-77.051516
Connecticut Ave & Newark St NW / Cleveland Park,Leave,8,EVENING,38.934267,-77.057979
Connecticut Ave & Newark St NW / Cleveland Park,Leave,8,LATEMORN,38.934267,-77.057979
Connecticut Ave & Newark St NW / Cleveland Park,Leave,1,AFTERNOON,38.934267,-77.057979
Connecticut Ave & Newark St NW / Cleveland Park,Leave,3,NIGHT,38.934267,-77.057979
Park Rd & Holmead Pl NW,Leave,20,EVENING,38.9308,-77.0315
Park Rd & Holmead Pl NW,Leave,5,EARLYMORN,38.9308,-77.0315
Park Rd & Holmead Pl NW,Leave,10,LATENIGHT,38.9308,-77.0315
Park Rd & Holmead Pl NW,Leave,17,LATEMORN,38.9308,-77.0315
Park Rd & Holmead Pl NW,Leave,17,AFTERNOON,38.9308,-77.0315
Park Rd & Holmead Pl NW,Leave,22,NIGHT,38.9308,-77.0315
Bladensburg Rd & Benning Rd NE,Leave,6,EVENING,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Leave,11,LATEMORN,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Leave,8,AFTERNOON,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Leave,2,NIGHT,38.900413,-76.982872
Tenleytown / Wisconsin Ave & Albemarle St NW,Leave,6,EVENING,38.947607,-77.079382
Tenleytown / Wisconsin Ave & Albemarle St NW,Leave,4,LATEMORN,38.947607,-77.079382
Tenleytown / Wisconsin Ave & Albemarle St NW,Leave,10,AFTERNOON,38.947607,-77.079382
Tenleytown / Wisconsin Ave & Albemarle St NW,Leave,10,NIGHT,38.947607,-77.079382
3rd & G St SE,Leave,7,EVENING,38.881185,-77.001828
3rd & G St SE,Leave,7,LATEMORN,38.881185,-77.001828
3rd & G St SE,Leave,11,AFTERNOON,38.881185,-77.001828
3rd & G St SE,Leave,9,NIGHT,38.881185,-77.001828
N Quincy St & Wilson Blvd,Leave,1,LATENIGHT,38.880151,-77.107673
N Quincy St & Wilson Blvd,Leave,3,LATEMORN,38.880151,-77.107673
N Quincy St & Wilson Blvd,Leave,2,NIGHT,38.880151,-77.107673
US Dept of State / Virginia Ave & 21st St NW,Leave,3,NIGHT,38.894919,-77.046587
US Dept of State / Virginia Ave & 21st St NW,Leave,23,EVENING,38.894919,-77.046587
US Dept of State / Virginia Ave & 21st St NW,Leave,4,LATEMORN,38.894919,-77.046587
US Dept of State / Virginia Ave & 21st St NW,Leave,6,AFTERNOON,38.894919,-77.046587
US Dept of State / Virginia Ave & 21st St NW,Leave,1,LATENIGHT,38.894919,-77.046587
13th & D St NE,Leave,3,EARLYMORN,38.894832,-76.987633
13th & D St NE,Leave,7,EVENING,38.894832,-76.987633
13th & D St NE,Leave,25,LATEMORN,38.894832,-76.987633
13th & D St NE,Leave,9,AFTERNOON,38.894832,-76.987633
13th & D St NE,Leave,2,NIGHT,38.894832,-76.987633
20th St & Florida Ave NW,Leave,17,NIGHT,38.9154,-77.0446
20th St & Florida Ave NW,Leave,22,EVENING,38.9154,-77.0446
20th St & Florida Ave NW,Leave,21,LATEMORN,38.9154,-77.0446
20th St & Florida Ave NW,Leave,14,AFTERNOON,38.9154,-77.0446
20th St & Florida Ave NW,Leave,3,LATENIGHT,38.9154,-77.0446
Eastern Market / 7th & North Carolina Ave SE,Leave,19,EVENING,38.886952,-76.996806
Eastern Market / 7th & North Carolina Ave SE,Leave,2,EARLYMORN,38.886952,-76.996806
Eastern Market / 7th & North Carolina Ave SE,Leave,2,LATENIGHT,38.886952,-76.996806
Eastern Market / 7th & North Carolina Ave SE,Leave,5,LATEMORN,38.886952,-76.996806
Eastern Market / 7th & North Carolina Ave SE,Leave,9,AFTERNOON,38.886952,-76.996806
Eastern Market / 7th & North Carolina Ave SE,Leave,13,NIGHT,38.886952,-76.996806
37th & O St NW / Georgetown University,Leave,18,EVENING,38.90774,-77.071652
37th & O St NW / Georgetown University,Leave,2,EARLYMORN,38.90774,-77.071652
37th & O St NW / Georgetown University,Leave,1,LATENIGHT,38.90774,-77.071652
37th & O St NW / Georgetown University,Leave,3,LATEMORN,38.90774,-77.071652
37th & O St NW / Georgetown University,Leave,14,AFTERNOON,38.90774,-77.071652
37th & O St NW / Georgetown University,Leave,6,NIGHT,38.90774,-77.071652
S Glebe & Potomac Ave,Leave,3,EVENING,38.8426,-77.0502
S Glebe & Potomac Ave,Leave,4,LATEMORN,38.8426,-77.0502
S Glebe & Potomac Ave,Leave,4,AFTERNOON,38.8426,-77.0502
S Glebe & Potomac Ave,Leave,1,NIGHT,38.8426,-77.0502
Anacostia Metro,Leave,3,LATEMORN,38.8624,-76.9949
19th St & Pennsylvania Ave NW,Leave,1,EARLYMORN,38.9003,-77.0429
19th St & Pennsylvania Ave NW,Leave,19,EVENING,38.9003,-77.0429
19th St & Pennsylvania Ave NW,Leave,4,LATEMORN,38.9003,-77.0429
19th St & Pennsylvania Ave NW,Leave,6,AFTERNOON,38.9003,-77.0429
19th St & Pennsylvania Ave NW,Leave,7,NIGHT,38.9003,-77.0429
Washington Blvd & 10th St N,Leave,2,EVENING,38.884734,-77.093485
Washington Blvd & 10th St N,Leave,1,AFTERNOON,38.884734,-77.093485
7th & Water St SW / SW Waterfront,Leave,1,EARLYMORN,38.878925,-77.024016
7th & Water St SW / SW Waterfront,Leave,8,EVENING,38.878925,-77.024016
7th & Water St SW / SW Waterfront,Leave,4,LATEMORN,38.878925,-77.024016
7th & Water St SW / SW Waterfront,Leave,5,AFTERNOON,38.878925,-77.024016
7th & Water St SW / SW Waterfront,Leave,1,NIGHT,38.878925,-77.024016
18th St & Pennsylvania Ave NW,Leave,3,LATENIGHT,38.89968,-77.041539
18th St & Pennsylvania Ave NW,Leave,22,EVENING,38.89968,-77.041539
18th St & Pennsylvania Ave NW,Leave,3,LATEMORN,38.89968,-77.041539
18th St & Pennsylvania Ave NW,Leave,12,AFTERNOON,38.89968,-77.041539
18th St & Pennsylvania Ave NW,Leave,5,NIGHT,38.89968,-77.041539
19th St & Constitution Ave NW,Leave,28,EVENING,38.8923,-77.0436
19th St & Constitution Ave NW,Leave,4,LATEMORN,38.8923,-77.0436
19th St & Constitution Ave NW,Leave,13,AFTERNOON,38.8923,-77.0436
19th St & Constitution Ave NW,Leave,3,NIGHT,38.8923,-77.0436
18th & M St NW,Leave,5,LATENIGHT,38.904742,-77.041606
18th & M St NW,Leave,22,EVENING,38.904742,-77.041606
18th & M St NW,Leave,2,LATEMORN,38.904742,-77.041606
18th & M St NW,Leave,11,AFTERNOON,38.904742,-77.041606
18th & M St NW,Leave,10,NIGHT,38.904742,-77.041606
Harvard St & Adams Mill Rd NW,Leave,3,EVENING,38.927872,-77.043358
Harvard St & Adams Mill Rd NW,Leave,7,LATEMORN,38.927872,-77.043358
Harvard St & Adams Mill Rd NW,Leave,7,AFTERNOON,38.927872,-77.043358
Harvard St & Adams Mill Rd NW,Leave,1,NIGHT,38.927872,-77.043358
Benning Branch Library,Leave,1,AFTERNOON,38.894,-76.947974
S Joyce & Army Navy Dr,Leave,3,EVENING,38.8637,-77.0633
S Joyce & Army Navy Dr,Leave,2,LATEMORN,38.8637,-77.0633
14th & R St NW,Leave,14,EVENING,38.912682,-77.031681
14th & R St NW,Leave,4,EARLYMORN,38.912682,-77.031681
14th & R St NW,Leave,5,LATENIGHT,38.912682,-77.031681
14th & R St NW,Leave,20,LATEMORN,38.912682,-77.031681
14th & R St NW,Leave,16,AFTERNOON,38.912682,-77.031681
14th & R St NW,Leave,11,NIGHT,38.912682,-77.031681
Arlington Blvd & N Queen St,Leave,1,EVENING,38.889365,-77.077294
Arlington Blvd & N Queen St,Leave,4,LATEMORN,38.889365,-77.077294
Georgetown Harbor / 30th St NW,Leave,13,EVENING,38.9022212,-77.059219
Georgetown Harbor / 30th St NW,Leave,17,AFTERNOON,38.9022212,-77.059219
Georgetown Harbor / 30th St NW,Leave,1,NIGHT,38.9022212,-77.059219
D St & Maryland Ave NE,Leave,6,EARLYMORN,38.894758,-76.997114
D St & Maryland Ave NE,Leave,15,EVENING,38.894758,-76.997114
D St & Maryland Ave NE,Leave,26,LATEMORN,38.894758,-76.997114
D St & Maryland Ave NE,Leave,7,AFTERNOON,38.894758,-76.997114
D St & Maryland Ave NE,Leave,4,NIGHT,38.894758,-76.997114
Georgia Ave and Fairmont St NW,Leave,9,EVENING,38.9249,-77.0222
Georgia Ave and Fairmont St NW,Leave,10,LATEMORN,38.9249,-77.0222
Georgia Ave and Fairmont St NW,Leave,4,AFTERNOON,38.9249,-77.0222
Georgia Ave and Fairmont St NW,Leave,2,NIGHT,38.9249,-77.0222
10th & U St NW,Leave,15,EVENING,38.9172,-77.0259
10th & U St NW,Leave,1,EARLYMORN,38.9172,-77.0259
10th & U St NW,Leave,7,LATENIGHT,38.9172,-77.0259
10th & U St NW,Leave,13,LATEMORN,38.9172,-77.0259
10th & U St NW,Leave,6,AFTERNOON,38.9172,-77.0259
10th & U St NW,Leave,14,NIGHT,38.9172,-77.0259
17th & K St NW / Farragut Square,Leave,4,LATENIGHT,38.902061,-77.038322
17th & K St NW / Farragut Square,Leave,17,EVENING,38.902061,-77.038322
17th & K St NW / Farragut Square,Leave,5,LATEMORN,38.902061,-77.038322
17th & K St NW / Farragut Square,Leave,10,AFTERNOON,38.902061,-77.038322
17th & K St NW / Farragut Square,Leave,7,NIGHT,38.902061,-77.038322
25th St & Pennsylvania Ave NW,Leave,3,EARLYMORN,38.903827,-77.053485
25th St & Pennsylvania Ave NW,Leave,16,EVENING,38.903827,-77.053485
25th St & Pennsylvania Ave NW,Leave,20,LATEMORN,38.903827,-77.053485
25th St & Pennsylvania Ave NW,Leave,12,AFTERNOON,38.903827,-77.053485
25th St & Pennsylvania Ave NW,Leave,10,NIGHT,38.903827,-77.053485
14th & Harvard St NW,Leave,16,EVENING,38.9268,-77.0322
14th & Harvard St NW,Leave,1,EARLYMORN,38.9268,-77.0322
14th & Harvard St NW,Leave,3,LATENIGHT,38.9268,-77.0322
14th & Harvard St NW,Leave,18,LATEMORN,38.9268,-77.0322
14th & Harvard St NW,Leave,10,AFTERNOON,38.9268,-77.0322
14th & Harvard St NW,Leave,15,NIGHT,38.9268,-77.0322
Clarendon Blvd & Pierce St,Leave,4,EVENING,38.893648,-77.076701
Clarendon Blvd & Pierce St,Leave,5,LATEMORN,38.893648,-77.076701
Clarendon Blvd & Pierce St,Leave,2,AFTERNOON,38.893648,-77.076701
Clarendon Blvd & Pierce St,Leave,2,NIGHT,38.893648,-77.076701
Lynn & 19th St North,Leave,10,LATEMORN,38.897315,-77.070993
Lynn & 19th St North,Leave,12,EVENING,38.897315,-77.070993
Lynn & 19th St North,Leave,2,EARLYMORN,38.897315,-77.070993
Lynn & 19th St North,Leave,5,AFTERNOON,38.897315,-77.070993
Lynn & 19th St North,Leave,8,NIGHT,38.897315,-77.070993
5th St & K St NW,Leave,16,EVENING,38.90304,-77.019027
5th St & K St NW,Leave,3,EARLYMORN,38.90304,-77.019027
5th St & K St NW,Leave,2,LATENIGHT,38.90304,-77.019027
5th St & K St NW,Leave,14,LATEMORN,38.90304,-77.019027
5th St & K St NW,Leave,12,AFTERNOON,38.90304,-77.019027
5th St & K St NW,Leave,27,NIGHT,38.90304,-77.019027
Pentagon City Metro / 12th & Hayes St,Leave,1,LATEMORN,38.862179,-77.059986
