station,type,count,time,lat,long
3rd & H St NE,Leave,7,AFTERNOON,38.900017,-77.001967
3rd & H St NE,Leave,11,NIGHT,38.900017,-77.001967
12th & Army Navy Dr,Leave,4,AFTERNOON,38.8629,-77.0528
12th & Army Navy Dr,Leave,2,NIGHT,38.8629,-77.0528
20th & L St NW,Leave,1,LATENIGHT,38.903584,-77.044789
20th & L St NW,Leave,9,EVENING,38.903584,-77.044789
20th & L St NW,Leave,4,LATEMORN,38.903584,-77.044789
20th & L St NW,Leave,3,AFTERNOON,38.903584,-77.044789
20th & L St NW,Leave,10,NIGHT,38.903584,-77.044789
Good Hope Rd & MLK Ave SE,Leave,3,EVENING,38.867373,-76.988039
Good Hope Rd & MLK Ave SE,Leave,2,LATEMORN,38.867373,-76.988039
Virginia Square Metro / N Monroe St & 9th St N,Leave,1,EARLYMORN,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Leave,1,EVENING,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Leave,5,LATEMORN,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Leave,5,AFTERNOON,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Leave,1,LATENIGHT,38.882788,-77.103148
Georgia & New Hampshire Ave NW,Leave,9,EVENING,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Leave,1,EARLYMORN,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Leave,4,LATENIGHT,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Leave,19,LATEMORN,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Leave,4,AFTERNOON,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Leave,5,NIGHT,38.936043,-77.024649
California St & Florida Ave NW,Leave,10,EVENING,38.917761,-77.04062
California St & Florida Ave NW,Leave,2,EARLYMORN,38.917761,-77.04062
California St & Florida Ave NW,Leave,5,LATENIGHT,38.917761,-77.04062
California St & Florida Ave NW,Leave,23,LATEMORN,38.917761,-77.04062
California St & Florida Ave NW,Leave,12,AFTERNOON,38.917761,-77.04062
California St & Florida Ave NW,Leave,10,NIGHT,38.917761,-77.04062
15th & N Scott St,Leave,1,EVENING,38.89054,-77.08095
15th & N Scott St,Leave,1,EARLYMORN,38.89054,-77.08095
15th & N Scott St,Leave,6,AFTERNOON,38.89054,-77.08095
15th & N Scott St,Leave,2,NIGHT,38.89054,-77.08095
8th & H St NW,Leave,19,NIGHT,38.8997,-77.023086
8th & H St NW,Leave,23,EVENING,38.8997,-77.023086
8th & H St NW,Leave,11,LATEMORN,38.8997,-77.023086
8th & H St NW,Leave,9,AFTERNOON,38.8997,-77.023086
8th & H St NW,Leave,2,LATENIGHT,38.8997,-77.023086
Barton St & 10th St N,Leave,10,LATEMORN,38.884961,-77.08777
Barton St & 10th St N,Leave,5,AFTERNOON,38.884961,-77.08777
4th St & Massachusetts Ave NW,Leave,8,NIGHT,38.9003,-77.016
4th St & Massachusetts Ave NW,Leave,8,LATEMORN,38.9003,-77.016
4th St & Massachusetts Ave NW,Leave,12,AFTERNOON,38.9003,-77.016
4th St & Massachusetts Ave NW,Leave,18,EVENING,38.9003,-77.016
4th St & Massachusetts Ave NW,Leave,2,LATENIGHT,38.9003,-77.016
17th & Corcoran St NW,Leave,32,EVENING,38.9121,-77.0387
17th & Corcoran St NW,Leave,5,EARLYMORN,38.9121,-77.0387
17th & Corcoran St NW,Leave,2,LATENIGHT,38.9121,-77.0387
17th & Corcoran St NW,Leave,17,LATEMORN,38.9121,-77.0387
17th & Corcoran St NW,Leave,29,AFTERNOON,38.9121,-77.0387
17th & Corcoran St NW,Leave,22,NIGHT,38.9121,-77.0387
N Randolph St & Fairfax Dr,Leave,2,LATEMORN,38.882629,-77.109366
N Randolph St & Fairfax Dr,Leave,1,AFTERNOON,38.882629,-77.109366
N Randolph St & Fairfax Dr,Leave,1,LATENIGHT,38.882629,-77.109366
15th St & Massachusetts Ave SE,Leave,10,EVENING,38.88732,-76.983569
15th St & Massachusetts Ave SE,Leave,2,EARLYMORN,38.88732,-76.983569
15th St & Massachusetts Ave SE,Leave,2,LATENIGHT,38.88732,-76.983569
15th St & Massachusetts Ave SE,Leave,12,LATEMORN,38.88732,-76.983569
15th St & Massachusetts Ave SE,Leave,12,AFTERNOON,38.88732,-76.983569
15th St & Massachusetts Ave SE,Leave,3,NIGHT,38.88732,-76.983569
9th & Upshur St NW,Leave,3,LATEMORN,38.9418,-77.0251
9th & Upshur St NW,Leave,3,EVENING,38.9418,-77.0251
9th & Upshur St NW,Leave,1,EARLYMORN,38.9418,-77.0251
9th & Upshur St NW,Leave,4,AFTERNOON,38.9418,-77.0251
9th & Upshur St NW,Leave,3,NIGHT,38.9418,-77.0251
15th & Crystal Dr,Leave,4,EVENING,38.860244,-77.050276
15th & Crystal Dr,Leave,3,AFTERNOON,38.860244,-77.050276
N Adams St & Lee Hwy,Leave,4,EVENING,38.89593,-77.089006
N Adams St & Lee Hwy,Leave,8,LATEMORN,38.89593,-77.089006
N Adams St & Lee Hwy,Leave,6,AFTERNOON,38.89593,-77.089006
N Adams St & Lee Hwy,Leave,1,NIGHT,38.89593,-77.089006
Fairfax Dr & Wilson Blvd,Leave,1,NIGHT,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Leave,2,EVENING,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Leave,5,LATEMORN,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Leave,2,AFTERNOON,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Leave,1,LATENIGHT,38.885801,-77.097745
4th & D St NW / Judiciary Square,Leave,5,LATEMORN,38.895344,-77.016106
4th & D St NW / Judiciary Square,Leave,19,EVENING,38.895344,-77.016106
4th & D St NW / Judiciary Square,Leave,1,EARLYMORN,38.895344,-77.016106
4th & D St NW / Judiciary Square,Leave,6,AFTERNOON,38.895344,-77.016106
4th & D St NW / Judiciary Square,Leave,1,NIGHT,38.895344,-77.016106
22nd & I St NW / Foggy Bottom,Leave,1,LATENIGHT,38.90088,-77.048911
22nd & I St NW / Foggy Bottom,Leave,22,EVENING,38.90088,-77.048911
22nd & I St NW / Foggy Bottom,Leave,15,LATEMORN,38.90088,-77.048911
22nd & I St NW / Foggy Bottom,Leave,21,AFTERNOON,38.90088,-77.048911
22nd & I St NW / Foggy Bottom,Leave,16,NIGHT,38.90088,-77.048911
26th & Crystal Dr,Leave,5,EVENING,38.8518,-77.0498
26th & Crystal Dr,Leave,1,AFTERNOON,38.8518,-77.0498
26th & Crystal Dr,Leave,3,NIGHT,38.8518,-77.0498
Columbia Rd & Belmont St NW,Leave,11,EVENING,38.920669,-77.04368
Columbia Rd & Belmont St NW,Leave,1,EARLYMORN,38.920669,-77.04368
Columbia Rd & Belmont St NW,Leave,2,LATENIGHT,38.920669,-77.04368
Columbia Rd & Belmont St NW,Leave,25,LATEMORN,38.920669,-77.04368
Columbia Rd & Belmont St NW,Leave,10,AFTERNOON,38.920669,-77.04368
Columbia Rd & Belmont St NW,Leave,12,NIGHT,38.920669,-77.04368
King St & Patrick St,Leave,1,NIGHT,38.805317,-77.049883
King St & Patrick St,Leave,1,LATEMORN,38.805317,-77.049883
King St & Patrick St,Leave,3,AFTERNOON,38.805317,-77.049883
King St & Patrick St,Leave,1,LATENIGHT,38.805317,-77.049883
George Mason Dr & Wilson Blvd,Leave,1,EVENING,38.87887,-77.1207
George Mason Dr & Wilson Blvd,Leave,3,LATEMORN,38.87887,-77.1207
Lamont & Mt Pleasant NW,Leave,6,EVENING,38.9319,-77.0388
Lamont & Mt Pleasant NW,Leave,4,EARLYMORN,38.9319,-77.0388
Lamont & Mt Pleasant NW,Leave,1,LATENIGHT,38.9319,-77.0388
Lamont & Mt Pleasant NW,Leave,23,LATEMORN,38.9319,-77.0388
Lamont & Mt Pleasant NW,Leave,12,AFTERNOON,38.9319,-77.0388
Lamont & Mt Pleasant NW,Leave,17,NIGHT,38.9319,-77.0388
17th & K St NW [formerly 17th & L St NW],Leave,30,EVENING,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Leave,1,EARLYMORN,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Leave,3,LATENIGHT,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Leave,11,LATEMORN,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Leave,8,AFTERNOON,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Leave,10,NIGHT,38.90276,-77.03863
Jefferson Memorial,Leave,2,LATENIGHT,38.879819,-77.037413
Jefferson Memorial,Leave,20,EVENING,38.879819,-77.037413
Jefferson Memorial,Leave,10,LATEMORN,38.879819,-77.037413
Jefferson Memorial,Leave,12,AFTERNOON,38.879819,-77.037413
Jefferson Memorial,Leave,5,NIGHT,38.879819,-77.037413
18th & Hayes St,Leave,1,LATEMORN,38.8573,-77.0574
18th & Hayes St,Leave,1,AFTERNOON,38.8573,-77.0574
18th & Hayes St,Leave,1,NIGHT,38.8573,-77.0574
4th & E St SW,Leave,1,EARLYMORN,38.88412,-77.017445
4th & E St SW,Leave,11,EVENING,38.88412,-77.017445
4th & E St SW,Leave,11,LATEMORN,38.88412,-77.017445
4th & E St SW,Leave,5,AFTERNOON,38.88412,-77.017445
4th & E St SW,Leave,8,NIGHT,38.88412,-77.017445
4th St & Rhode Island Ave NE,Leave,1,EARLYMORN,38.919488,-77.000624
4th St & Rhode Island Ave NE,Leave,1,EVENING,38.919488,-77.000624
4th St & Rhode Island Ave NE,Leave,4,LATEMORN,38.919488,-77.000624
4th St & Rhode Island Ave NE,Leave,3,AFTERNOON,38.919488,-77.000624
4th St & Rhode Island Ave NE,Leave,4,NIGHT,38.919488,-77.000624
15th & P St NW,Leave,73,EVENING,38.90985,-77.034438
15th & P St NW,Leave,5,EARLYMORN,38.90985,-77.034438
15th & P St NW,Leave,4,LATENIGHT,38.90985,-77.034438
15th & P St NW,Leave,18,LATEMORN,38.90985,-77.034438
15th & P St NW,Leave,30,AFTERNOON,38.90985,-77.034438
15th & P St NW,Leave,18,NIGHT,38.90985,-77.034438
36th & Calvert St NW / Glover Park,Leave,1,EVENING,38.922581,-77.070334
36th & Calvert St NW / Glover Park,Leave,7,LATEMORN,38.922581,-77.070334
36th & Calvert St NW / Glover Park,Leave,2,LATENIGHT,38.922581,-77.070334
Wilson Blvd & N Oakland St,Leave,2,EVENING,38.8815,-77.10396
Wilson Blvd & N Oakland St,Leave,6,LATEMORN,38.8815,-77.10396
Wilson Blvd & N Oakland St,Leave,2,AFTERNOON,38.8815,-77.10396
Wilson Blvd & N Oakland St,Leave,2,NIGHT,38.8815,-77.10396
14th & D St SE,Leave,2,EARLYMORN,38.884,-76.9861
14th & D St SE,Leave,4,EVENING,38.884,-76.9861
14th & D St SE,Leave,8,LATEMORN,38.884,-76.9861
14th & D St SE,Leave,6,AFTERNOON,38.884,-76.9861
14th & D St SE,Leave,6,NIGHT,38.884,-76.9861
Washington Blvd & 7th St N,Return,4,EVENING,38.880834,-77.091129
Washington Blvd & 7th St N,Return,3,LATEMORN,38.880834,-77.091129
Washington Blvd & 7th St N,Return,2,NIGHT,38.880834,-77.091129
1st & Washington Hospital Center NW,Return,1,LATEMORN,38.928743,-77.012457
Court House Metro / Wilson Blvd & N Uhle St,Return,4,EVENING,38.891696,-77.0846
Court House Metro / Wilson Blvd & N Uhle St,Return,8,LATEMORN,38.891696,-77.0846
Court House Metro / Wilson Blvd & N Uhle St,Return,11,AFTERNOON,38.891696,-77.0846
Court House Metro / Wilson Blvd & N Uhle St,Return,4,NIGHT,38.891696,-77.0846
19th & K St NW,Return,6,EVENING,38.902204,-77.04337
19th & K St NW,Return,18,LATEMORN,38.902204,-77.04337
19th & K St NW,Return,7,AFTERNOON,38.902204,-77.04337
Potomac & Pennsylvania Ave SE,Return,8,EVENING,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Return,1,EARLYMORN,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Return,5,LATENIGHT,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Return,3,LATEMORN,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Return,14,AFTERNOON,38.8803,-76.9862
Potomac & Pennsylvania Ave SE,Return,6,NIGHT,38.8803,-76.9862
Florida Ave & R St NW,Return,9,EVENING,38.9126,-77.0135
Florida Ave & R St NW,Return,1,EARLYMORN,38.9126,-77.0135
Florida Ave & R St NW,Return,4,LATENIGHT,38.9126,-77.0135
Florida Ave & R St NW,Return,1,LATEMORN,38.9126,-77.0135
Florida Ave & R St NW,Return,8,AFTERNOON,38.9126,-77.0135
Florida Ave & R St NW,Return,9,NIGHT,38.9126,-77.0135
Smithsonian / Jefferson Dr & 12th St SW,Return,33,EVENING,38.888767,-77.02858
Smithsonian / Jefferson Dr & 12th St SW,Return,12,LATEMORN,38.888767,-77.02858
Smithsonian / Jefferson Dr & 12th St SW,Return,16,AFTERNOON,38.888767,-77.02858
Smithsonian / Jefferson Dr & 12th St SW,Return,7,NIGHT,38.888767,-77.02858
19th & L St NW,Return,1,NIGHT,38.903407,-77.043648
19th & L St NW,Return,5,EVENING,38.903407,-77.043648
19th & L St NW,Return,22,LATEMORN,38.903407,-77.043648
19th & L St NW,Return,6,AFTERNOON,38.903407,-77.043648
19th & L St NW,Return,1,LATENIGHT,38.903407,-77.043648
Ward Circle / American University,Return,2,EVENING,38.938736,-77.087171
Ward Circle / American University,Return,2,LATEMORN,38.938736,-77.087171
Ward Circle / American University,Return,3,AFTERNOON,38.938736,-77.087171
Ward Circle / American University,Return,1,NIGHT,38.938736,-77.087171
7th & T St NW,Return,5,LATENIGHT,38.9155,-77.0222
7th & T St NW,Return,18,EVENING,38.9155,-77.0222
7th & T St NW,Return,11,LATEMORN,38.9155,-77.0222
7th & T St NW,Return,5,AFTERNOON,38.9155,-77.0222
7th & T St NW,Return,19,NIGHT,38.9155,-77.0222
N Adams St & Lee Hwy,Return,1,LATEMORN,38.89593,-77.089006
N Adams St & Lee Hwy,Return,1,LATENIGHT,38.89593,-77.089006
N Adams St & Lee Hwy,Return,6,EVENING,38.89593,-77.089006
N Adams St & Lee Hwy,Return,2,AFTERNOON,38.89593,-77.089006
N Adams St & Lee Hwy,Return,7,NIGHT,38.89593,-77.089006
17th & K St NW / Farragut Square,Return,7,EVENING,38.902061,-77.038322
17th & K St NW / Farragut Square,Return,1,EARLYMORN,38.902061,-77.038322
17th & K St NW / Farragut Square,Return,1,LATENIGHT,38.902061,-77.038322
17th & K St NW / Farragut Square,Return,16,LATEMORN,38.902061,-77.038322
17th & K St NW / Farragut Square,Return,10,AFTERNOON,38.902061,-77.038322
17th & K St NW / Farragut Square,Return,4,NIGHT,38.902061,-77.038322
12th & L St NW,Return,20,EVENING,38.903819,-77.0284
12th & L St NW,Return,1,EARLYMORN,38.903819,-77.0284
12th & L St NW,Return,8,LATENIGHT,38.903819,-77.0284
12th & L St NW,Return,12,LATEMORN,38.903819,-77.0284
12th & L St NW,Return,9,AFTERNOON,38.903819,-77.0284
12th & L St NW,Return,14,NIGHT,38.903819,-77.0284
Wilson Blvd & Franklin Rd,Return,4,EVENING,38.8904,-77.0889
Wilson Blvd & Franklin Rd,Return,3,LATEMORN,38.8904,-77.0889
Wilson Blvd & Franklin Rd,Return,1,AFTERNOON,38.8904,-77.0889
Wilson Blvd & Franklin Rd,Return,2,NIGHT,38.8904,-77.0889
23rd & Eads,Return,4,EVENING,38.853613,-77.053535
23rd & Eads,Return,1,EARLYMORN,38.853613,-77.053535
23rd & Eads,Return,3,AFTERNOON,38.853613,-77.053535
23rd & Eads,Return,5,NIGHT,38.853613,-77.053535
Clarendon Blvd & N Fillmore St,Return,2,EVENING,38.8881,-77.09308
Clarendon Blvd & N Fillmore St,Return,2,LATEMORN,38.8881,-77.09308
Clarendon Blvd & N Fillmore St,Return,6,AFTERNOON,38.8881,-77.09308
Wilson Blvd & N Edgewood St,Return,2,EVENING,38.889,-77.0925
Wilson Blvd & N Edgewood St,Return,1,LATEMORN,38.889,-77.0925
Wilson Blvd & N Edgewood St,Return,1,NIGHT,38.889,-77.0925
Massachusetts Ave & Dupont Circle NW,Return,52,EVENING,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Return,6,EARLYMORN,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Return,14,LATENIGHT,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Return,67,LATEMORN,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Return,35,AFTERNOON,38.9101,-77.0444
Massachusetts Ave & Dupont Circle NW,Return,38,NIGHT,38.9101,-77.0444
Eckington Pl & Q St NE,Return,1,LATENIGHT,38.910972,-77.00495
Eckington Pl & Q St NE,Return,4,EVENING,38.910972,-77.00495
Eckington Pl & Q St NE,Return,3,LATEMORN,38.910972,-77.00495
Eckington Pl & Q St NE,Return,6,AFTERNOON,38.910972,-77.00495
Eckington Pl & Q St NE,Return,5,NIGHT,38.910972,-77.00495
Ballston Metro / N Stuart & 9th St N,Return,2,NIGHT,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Return,6,LATEMORN,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Return,1,AFTERNOON,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Return,1,EVENING,38.881044,-77.111768
Ballston Metro / N Stuart & 9th St N,Return,1,LATENIGHT,38.881044,-77.111768
Commerce St & Fayette St,Return,3,LATEMORN,38.805648,-77.05293
10th & Monroe St NE,Return,6,EVENING,38.932514,-76.992889
10th & Monroe St NE,Return,1,NIGHT,38.932514,-76.992889
1st & K St SE,Return,3,LATEMORN,38.87861,-77.006004
1st & K St SE,Return,8,NIGHT,38.87861,-77.006004
1st & K St SE,Return,16,EVENING,38.87861,-77.006004
1st & K St SE,Return,3,AFTERNOON,38.87861,-77.006004
1st & K St SE,Return,1,LATENIGHT,38.87861,-77.006004
Barton St & 10th St N,Return,1,NIGHT,38.884961,-77.08777
Anacostia Library,Return,2,LATEMORN,38.865784,-76.9784
20th & Crystal Dr,Return,8,EVENING,38.8564,-77.0492
20th & Crystal Dr,Return,2,LATEMORN,38.8564,-77.0492
20th & Crystal Dr,Return,1,AFTERNOON,38.8564,-77.0492
N Rhodes & 16th St N,Return,1,NIGHT,38.892164,-77.079375
N Rhodes & 16th St N,Return,3,EVENING,38.892164,-77.079375
N Rhodes & 16th St N,Return,1,LATENIGHT,38.892164,-77.079375
Adams Mill & Columbia Rd NW,Return,33,EVENING,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Return,3,EARLYMORN,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Return,6,LATENIGHT,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Return,6,LATEMORN,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Return,17,AFTERNOON,38.922925,-77.042581
Adams Mill & Columbia Rd NW,Return,22,NIGHT,38.922925,-77.042581
Georgia & New Hampshire Ave NW,Return,2,LATENIGHT,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Return,21,EVENING,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Return,4,AFTERNOON,38.936043,-77.024649
Georgia & New Hampshire Ave NW,Return,9,NIGHT,38.936043,-77.024649
15th & Hayes St,Return,1,EVENING,38.8604,-77.0603
15th & Hayes St,Return,1,AFTERNOON,38.8604,-77.0603
15th & Hayes St,Return,1,NIGHT,38.8604,-77.0603
Minnesota Ave Metro/DOES,Return,1,EARLYMORN,38.897063,-76.947446
Thomas Circle,Return,36,EVENING,38.9059,-77.0325
Thomas Circle,Return,3,EARLYMORN,38.9059,-77.0325
Thomas Circle,Return,9,LATENIGHT,38.9059,-77.0325
Thomas Circle,Return,39,LATEMORN,38.9059,-77.0325
Thomas Circle,Return,22,AFTERNOON,38.9059,-77.0325
Thomas Circle,Return,33,NIGHT,38.9059,-77.0325
7th & R St NW / Shaw Library,Return,22,EVENING,38.912719,-77.022155
7th & R St NW / Shaw Library,Return,1,EARLYMORN,38.912719,-77.022155
7th & R St NW / Shaw Library,Return,5,LATENIGHT,38.912719,-77.022155
7th & R St NW / Shaw Library,Return,5,LATEMORN,38.912719,-77.022155
7th & R St NW / Shaw Library,Return,9,AFTERNOON,38.912719,-77.022155
7th & R St NW / Shaw Library,Return,7,NIGHT,38.912719,-77.022155
4th & East Capitol St NE,Return,2,EARLYMORN,38.889955,-77.000349
4th & East Capitol St NE,Return,10,EVENING,38.889955,-77.000349
4th & East Capitol St NE,Return,16,LATEMORN,38.889955,-77.000349
4th & East Capitol St NE,Return,7,AFTERNOON,38.889955,-77.000349
4th & East Capitol St NE,Return,9,NIGHT,38.889955,-77.000349
New Hampshire Ave & T St NW [formerly 16th & U St NW],Return,35,EVENING,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Return,6,EARLYMORN,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Return,5,LATENIGHT,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Return,1,LATEMORN,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Return,13,AFTERNOON,38.91554,-77.03818
New Hampshire Ave & T St NW [formerly 16th & U St NW],Return,27,NIGHT,38.91554,-77.03818
Metro Center / 12th & G St NW,Return,5,NIGHT,38.898364,-77.027869
Metro Center / 12th & G St NW,Return,31,EVENING,38.898364,-77.027869
Metro Center / 12th & G St NW,Return,30,LATEMORN,38.898364,-77.027869
Metro Center / 12th & G St NW,Return,23,AFTERNOON,38.898364,-77.027869
Metro Center / 12th & G St NW,Return,3,LATENIGHT,38.898364,-77.027869
C & O Canal & Wisconsin Ave NW,Return,13,EVENING,38.90375,-77.06269
C & O Canal & Wisconsin Ave NW,Return,40,LATEMORN,38.90375,-77.06269
C & O Canal & Wisconsin Ave NW,Return,15,AFTERNOON,38.90375,-77.06269
