station,type,count,time,lat,long
11th & H St NE,Return,3,LATENIGHT,38.899983,-76.991383
11th & H St NE,Return,1,LATEMORN,38.899983,-76.991383
11th & H St NE,Return,5,AFTERNOON,38.899983,-76.991383
11th & H St NE,Return,14,NIGHT,38.899983,-76.991383
Calvert St & Woodley Pl NW,Return,10,EVENING,38.9236,-77.0501
Calvert St & Woodley Pl NW,Return,3,EARLYMORN,38.9236,-77.0501
Calvert St & Woodley Pl NW,Return,4,LATENIGHT,38.9236,-77.0501
Calvert St & Woodley Pl NW,Return,15,LATEMORN,38.9236,-77.0501
Calvert St & Woodley Pl NW,Return,10,AFTERNOON,38.9236,-77.0501
Calvert St & Woodley Pl NW,Return,8,NIGHT,38.9236,-77.0501
Convention Center / 7th & M St NW,Return,24,EVENING,38.90572,-77.022264
Convention Center / 7th & M St NW,Return,2,EARLYMORN,38.90572,-77.022264
Convention Center / 7th & M St NW,Return,9,LATENIGHT,38.90572,-77.022264
Convention Center / 7th & M St NW,Return,10,LATEMORN,38.90572,-77.022264
Convention Center / 7th & M St NW,Return,9,AFTERNOON,38.90572,-77.022264
Convention Center / 7th & M St NW,Return,16,NIGHT,38.90572,-77.022264
8th & F St NW / National Portrait Gallery,Return,27,EVENING,38.897003,-77.022996
8th & F St NW / National Portrait Gallery,Return,3,EARLYMORN,38.897003,-77.022996
8th & F St NW / National Portrait Gallery,Return,3,LATENIGHT,38.897003,-77.022996
8th & F St NW / National Portrait Gallery,Return,13,LATEMORN,38.897003,-77.022996
8th & F St NW / National Portrait Gallery,Return,20,AFTERNOON,38.897003,-77.022996
8th & F St NW / National Portrait Gallery,Return,9,NIGHT,38.897003,-77.022996
12th & Newton St NE,Return,3,EVENING,38.933668,-76.991016
12th & Newton St NE,Return,1,EARLYMORN,38.933668,-76.991016
14th St Heights / 14th & Crittenden St NW,Return,7,NIGHT,38.947774,-77.032818
14th St Heights / 14th & Crittenden St NW,Return,3,EVENING,38.947774,-77.032818
14th St Heights / 14th & Crittenden St NW,Return,1,EARLYMORN,38.947774,-77.032818
14th St Heights / 14th & Crittenden St NW,Return,4,LATENIGHT,38.947774,-77.032818
John McCormack Dr & Michigan Ave NE,Return,1,EVENING,38.9346,-76.9955
John McCormack Dr & Michigan Ave NE,Return,2,EARLYMORN,38.9346,-76.9955
John McCormack Dr & Michigan Ave NE,Return,1,AFTERNOON,38.9346,-76.9955
John McCormack Dr & Michigan Ave NE,Return,1,NIGHT,38.9346,-76.9955
Idaho Ave & Newark St NW [on 2nd District patio],Return,2,EVENING,38.934751,-77.074647
Idaho Ave & Newark St NW [on 2nd District patio],Return,1,LATEMORN,38.934751,-77.074647
Idaho Ave & Newark St NW [on 2nd District patio],Return,3,AFTERNOON,38.934751,-77.074647
Idaho Ave & Newark St NW [on 2nd District patio],Return,8,NIGHT,38.934751,-77.074647
20th & E St NW,Return,2,LATENIGHT,38.8963,-77.045
20th & E St NW,Return,13,LATEMORN,38.8963,-77.045
20th & E St NW,Return,15,AFTERNOON,38.8963,-77.045
20th & E St NW,Return,9,EVENING,38.8963,-77.045
20th & E St NW,Return,9,NIGHT,38.8963,-77.045
20th & O St NW / Dupont South,Return,19,EVENING,38.908905,-77.04478
20th & O St NW / Dupont South,Return,1,EARLYMORN,38.908905,-77.04478
20th & O St NW / Dupont South,Return,2,LATENIGHT,38.908905,-77.04478
20th & O St NW / Dupont South,Return,19,LATEMORN,38.908905,-77.04478
20th & O St NW / Dupont South,Return,13,AFTERNOON,38.908905,-77.04478
20th & O St NW / Dupont South,Return,15,NIGHT,38.908905,-77.04478
20th & Bell St,Return,1,EVENING,38.8561,-77.0512
20th & Bell St,Return,1,LATEMORN,38.8561,-77.0512
24th & N St NW,Return,5,EARLYMORN,38.9066,-77.05152
24th & N St NW,Return,5,EVENING,38.9066,-77.05152
24th & N St NW,Return,6,LATEMORN,38.9066,-77.05152
24th & N St NW,Return,6,AFTERNOON,38.9066,-77.05152
24th & N St NW,Return,1,LATENIGHT,38.9066,-77.05152
21st & I St NW,Return,7,EVENING,38.9008,-77.047
21st & I St NW,Return,29,LATEMORN,38.9008,-77.047
21st & I St NW,Return,9,AFTERNOON,38.9008,-77.047
21st & I St NW,Return,10,NIGHT,38.9008,-77.047
Prince St & Union St,Return,3,EVENING,38.803124,-77.040363
Prince St & Union St,Return,2,LATEMORN,38.803124,-77.040363
Prince St & Union St,Return,1,AFTERNOON,38.803124,-77.040363
Columbia Rd & Georgia Ave NW,Return,2,LATENIGHT,38.928156,-77.02344
Columbia Rd & Georgia Ave NW,Return,9,EVENING,38.928156,-77.02344
Columbia Rd & Georgia Ave NW,Return,1,EARLYMORN,38.928156,-77.02344
Columbia Rd & Georgia Ave NW,Return,1,AFTERNOON,38.928156,-77.02344
Columbia Rd & Georgia Ave NW,Return,13,NIGHT,38.928156,-77.02344
Clarendon Metro / Wilson Blvd & N Highland St,Return,1,EARLYMORN,38.88786,-77.094875
Clarendon Metro / Wilson Blvd & N Highland St,Return,4,EVENING,38.88786,-77.094875
Clarendon Metro / Wilson Blvd & N Highland St,Return,4,LATEMORN,38.88786,-77.094875
Clarendon Metro / Wilson Blvd & N Highland St,Return,2,NIGHT,38.88786,-77.094875
39th & Calvert St NW / Stoddert,Return,2,EVENING,38.922649,-77.077271
39th & Calvert St NW / Stoddert,Return,6,NIGHT,38.922649,-77.077271
18th & Hayes St,Return,1,AFTERNOON,38.8573,-77.0574
18th & Hayes St,Return,1,NIGHT,38.8573,-77.0574
Fairfax Village,Return,1,EVENING,38.86559,-76.952103
15th & K St NW,Return,12,EVENING,38.902,-77.03353
15th & K St NW,Return,25,LATEMORN,38.902,-77.03353
15th & K St NW,Return,2,AFTERNOON,38.902,-77.03353
15th & K St NW,Return,3,NIGHT,38.902,-77.03353
Bladensburg Rd & Benning Rd NE,Return,1,AFTERNOON,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Return,2,EVENING,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Return,1,LATEMORN,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Return,2,LATENIGHT,38.900413,-76.982872
Bladensburg Rd & Benning Rd NE,Return,4,NIGHT,38.900413,-76.982872
George Mason Dr & Wilson Blvd,Return,3,EVENING,38.87887,-77.1207
George Mason Dr & Wilson Blvd,Return,2,LATEMORN,38.87887,-77.1207
13th St & New York Ave NW,Return,9,EVENING,38.900283,-77.029822
13th St & New York Ave NW,Return,3,EARLYMORN,38.900283,-77.029822
13th St & New York Ave NW,Return,2,LATENIGHT,38.900283,-77.029822
13th St & New York Ave NW,Return,20,LATEMORN,38.900283,-77.029822
13th St & New York Ave NW,Return,12,AFTERNOON,38.900283,-77.029822
13th St & New York Ave NW,Return,3,NIGHT,38.900283,-77.029822
Potomac Ave & 35th St S,Return,2,LATENIGHT,38.844015,-77.050537
21st St & Pennsylvania Ave NW,Return,1,EVENING,38.901539,-77.046564
21st St & Pennsylvania Ave NW,Return,9,LATEMORN,38.901539,-77.046564
21st St & Pennsylvania Ave NW,Return,8,AFTERNOON,38.901539,-77.046564
21st St & Pennsylvania Ave NW,Return,1,NIGHT,38.901539,-77.046564
Georgetown Harbor / 30th St NW,Return,14,EVENING,38.9022212,-77.059219
Georgetown Harbor / 30th St NW,Return,18,LATEMORN,38.9022212,-77.059219
Georgetown Harbor / 30th St NW,Return,13,AFTERNOON,38.9022212,-77.059219
Georgetown Harbor / 30th St NW,Return,3,NIGHT,38.9022212,-77.059219
14th & V St NW,Return,30,NIGHT,38.9176,-77.0321
14th & V St NW,Return,36,EVENING,38.9176,-77.0321
14th & V St NW,Return,4,LATEMORN,38.9176,-77.0321
14th & V St NW,Return,18,AFTERNOON,38.9176,-77.0321
14th & V St NW,Return,6,LATENIGHT,38.9176,-77.0321
1st & M St NE,Return,16,EVENING,38.9057,-77.0056
1st & M St NE,Return,1,EARLYMORN,38.9057,-77.0056
1st & M St NE,Return,1,LATENIGHT,38.9057,-77.0056
1st & M St NE,Return,13,LATEMORN,38.9057,-77.0056
1st & M St NE,Return,21,AFTERNOON,38.9057,-77.0056
1st & M St NE,Return,14,NIGHT,38.9057,-77.0056
Key Blvd & N Quinn St,Return,1,LATENIGHT,38.896015,-77.078107
Key Blvd & N Quinn St,Return,4,EVENING,38.896015,-77.078107
Key Blvd & N Quinn St,Return,2,LATEMORN,38.896015,-77.078107
Key Blvd & N Quinn St,Return,3,AFTERNOON,38.896015,-77.078107
Key Blvd & N Quinn St,Return,1,NIGHT,38.896015,-77.078107
6th & H St NE,Return,15,NIGHT,38.900384,-76.99831
6th & H St NE,Return,16,EVENING,38.900384,-76.99831
6th & H St NE,Return,6,AFTERNOON,38.900384,-76.99831
6th & H St NE,Return,4,LATENIGHT,38.900384,-76.99831
5th & F St NW,Return,13,EVENING,38.897222,-77.019347
5th & F St NW,Return,6,EARLYMORN,38.897222,-77.019347
5th & F St NW,Return,1,LATENIGHT,38.897222,-77.019347
5th & F St NW,Return,15,LATEMORN,38.897222,-77.019347
5th & F St NW,Return,11,AFTERNOON,38.897222,-77.019347
5th & F St NW,Return,4,NIGHT,38.897222,-77.019347
4th & M St SW,Return,8,NIGHT,38.8767,-77.0178
4th & M St SW,Return,30,EVENING,38.8767,-77.0178
4th & M St SW,Return,4,LATEMORN,38.8767,-77.0178
4th & M St SW,Return,5,AFTERNOON,38.8767,-77.0178
4th & M St SW,Return,1,LATENIGHT,38.8767,-77.0178
Branch & Pennsylvania Ave SE,Return,1,LATENIGHT,38.8692,-76.9599
19th & E Street NW,Return,6,EVENING,38.8952,-77.0436
19th & E Street NW,Return,5,LATEMORN,38.8952,-77.0436
19th & E Street NW,Return,3,AFTERNOON,38.8952,-77.0436
19th & E Street NW,Return,2,NIGHT,38.8952,-77.0436
Crystal City Metro / 18th & Bell St,Return,1,EARLYMORN,38.8573,-77.0511
Crystal City Metro / 18th & Bell St,Return,7,EVENING,38.8573,-77.0511
Crystal City Metro / 18th & Bell St,Return,6,LATEMORN,38.8573,-77.0511
Crystal City Metro / 18th & Bell St,Return,1,AFTERNOON,38.8573,-77.0511
Crystal City Metro / 18th & Bell St,Return,6,NIGHT,38.8573,-77.0511
Henry St & Pendleton St,Return,1,EARLYMORN,38.811456,-77.050276
Henry St & Pendleton St,Return,1,LATEMORN,38.811456,-77.050276
Henry St & Pendleton St,Return,3,AFTERNOON,38.811456,-77.050276
Henry St & Pendleton St,Return,1,NIGHT,38.811456,-77.050276
M St & Pennsylvania Ave NW,Return,2,EARLYMORN,38.905126,-77.056887
M St & Pennsylvania Ave NW,Return,13,EVENING,38.905126,-77.056887
M St & Pennsylvania Ave NW,Return,19,LATEMORN,38.905126,-77.056887
M St & Pennsylvania Ave NW,Return,22,AFTERNOON,38.905126,-77.056887
M St & Pennsylvania Ave NW,Return,7,NIGHT,38.905126,-77.056887
Kennedy Center,Return,4,EVENING,38.895184,-77.054845
Kennedy Center,Return,1,EARLYMORN,38.895184,-77.054845
Kennedy Center,Return,1,NIGHT,38.895184,-77.054845
14th & Rhode Island Ave NW,Return,51,EVENING,38.9086,-77.0323
14th & Rhode Island Ave NW,Return,1,EARLYMORN,38.9086,-77.0323
14th & Rhode Island Ave NW,Return,4,LATENIGHT,38.9086,-77.0323
14th & Rhode Island Ave NW,Return,7,LATEMORN,38.9086,-77.0323
14th & Rhode Island Ave NW,Return,8,AFTERNOON,38.9086,-77.0323
14th & Rhode Island Ave NW,Return,22,NIGHT,38.9086,-77.0323
Maryland & Independence Ave SW,Return,1,EARLYMORN,38.887299,-77.018939
Maryland & Independence Ave SW,Return,17,EVENING,38.887299,-77.018939
Maryland & Independence Ave SW,Return,11,LATEMORN,38.887299,-77.018939
Maryland & Independence Ave SW,Return,28,AFTERNOON,38.887299,-77.018939
Maryland & Independence Ave SW,Return,2,NIGHT,38.887299,-77.018939
3rd & H St NE,Return,12,NIGHT,38.900017,-77.001967
3rd & H St NE,Return,15,EVENING,38.900017,-77.001967
3rd & H St NE,Return,5,LATEMORN,38.900017,-77.001967
3rd & H St NE,Return,3,AFTERNOON,38.900017,-77.001967
3rd & H St NE,Return,3,LATENIGHT,38.900017,-77.001967
12th & Army Navy Dr,Return,1,LATEMORN,38.8629,-77.0528
12th & Army Navy Dr,Return,4,NIGHT,38.8629,-77.0528
12th & Army Navy Dr,Return,3,EVENING,38.8629,-77.0528
12th & Army Navy Dr,Return,2,AFTERNOON,38.8629,-77.0528
12th & Army Navy Dr,Return,1,LATENIGHT,38.8629,-77.0528
20th & L St NW,Return,2,EARLYMORN,38.903584,-77.044789
20th & L St NW,Return,1,EVENING,38.903584,-77.044789
20th & L St NW,Return,14,LATEMORN,38.903584,-77.044789
20th & L St NW,Return,1,AFTERNOON,38.903584,-77.044789
20th & L St NW,Return,1,NIGHT,38.903584,-77.044789
Good Hope Rd & MLK Ave SE,Return,1,LATEMORN,38.867373,-76.988039
Good Hope Rd & MLK Ave SE,Return,1,AFTERNOON,38.867373,-76.988039
Virginia Square Metro / N Monroe St & 9th St N,Return,2,EARLYMORN,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Return,5,EVENING,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Return,2,LATEMORN,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Return,1,AFTERNOON,38.882788,-77.103148
Virginia Square Metro / N Monroe St & 9th St N,Return,1,NIGHT,38.882788,-77.103148
19th St & Constitution Ave NW,Return,22,EVENING,38.8923,-77.0436
19th St & Constitution Ave NW,Return,23,LATEMORN,38.8923,-77.0436
19th St & Constitution Ave NW,Return,11,AFTERNOON,38.8923,-77.0436
19th St & Constitution Ave NW,Return,4,NIGHT,38.8923,-77.0436
California St & Florida Ave NW,Return,8,NIGHT,38.917761,-77.04062
California St & Florida Ave NW,Return,34,EVENING,38.917761,-77.04062
California St & Florida Ave NW,Return,8,LATEMORN,38.917761,-77.04062
California St & Florida Ave NW,Return,5,AFTERNOON,38.917761,-77.04062
California St & Florida Ave NW,Return,3,LATENIGHT,38.917761,-77.04062
15th & N Scott St,Return,2,EVENING,38.89054,-77.08095
15th & N Scott St,Return,2,AFTERNOON,38.89054,-77.08095
8th & H St NW,Return,27,EVENING,38.8997,-77.023086
8th & H St NW,Return,1,EARLYMORN,38.8997,-77.023086
8th & H St NW,Return,2,LATENIGHT,38.8997,-77.023086
8th & H St NW,Return,15,LATEMORN,38.8997,-77.023086
8th & H St NW,Return,23,AFTERNOON,38.8997,-77.023086
8th & H St NW,Return,14,NIGHT,38.8997,-77.023086
23rd & Crystal Dr,Return,5,EVENING,38.8533,-77.0498
23rd & Crystal Dr,Return,2,LATEMORN,38.8533,-77.0498
23rd & Crystal Dr,Return,6,AFTERNOON,38.8533,-77.0498
23rd & Crystal Dr,Return,3,NIGHT,38.8533,-77.0498
4th St & Massachusetts Ave NW,Return,12,NIGHT,38.9003,-77.016
4th St & Massachusetts Ave NW,Return,16,EVENING,38.9003,-77.016
4th St & Massachusetts Ave NW,Return,15,LATEMORN,38.9003,-77.016
4th St & Massachusetts Ave NW,Return,9,AFTERNOON,38.9003,-77.016
4th St & Massachusetts Ave NW,Return,4,LATENIGHT,38.9003,-77.016
17th & Corcoran St NW,Return,46,EVENING,38.9121,-77.0387
17th & Corcoran St NW,Return,1,EARLYMORN,38.9121,-77.0387
17th & Corcoran St NW,Return,1,LATENIGHT,38.9121,-77.0387
17th & Corcoran St NW,Return,16,LATEMORN,38.9121,-77.0387
17th & Corcoran St NW,Return,30,AFTERNOON,38.9121,-77.0387
17th & Corcoran St NW,Return,31,NIGHT,38.9121,-77.0387
N Randolph St & Fairfax Dr,Return,1,AFTERNOON,38.882629,-77.109366
N Randolph St & Fairfax Dr,Return,2,NIGHT,38.882629,-77.109366
9th & Upshur St NW,Return,1,LATEMORN,38.9418,-77.0251
9th & Upshur St NW,Return,7,NIGHT,38.9418,-77.0251
9th & Upshur St NW,Return,1,EARLYMORN,38.9418,-77.0251
9th & Upshur St NW,Return,6,EVENING,38.9418,-77.0251
9th & Upshur St NW,Return,3,LATENIGHT,38.9418,-77.0251
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Return,9,EVENING,38.88412,-77.04657
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Return,8,AFTERNOON,38.88412,-77.04657
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Return,1,NIGHT,38.88412,-77.04657
Fairfax Dr & Wilson Blvd,Return,6,EVENING,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Return,2,LATEMORN,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Return,2,AFTERNOON,38.885801,-77.097745
Fairfax Dr & Wilson Blvd,Return,1,NIGHT,38.885801,-77.097745
4th & D St NW / Judiciary Square,Return,1,EARLYMORN,38.895344,-77.016106
4th & D St NW / Judiciary Square,Return,2,EVENING,38.895344,-77.016106
4th & D St NW / Judiciary Square,Return,6,LATEMORN,38.895344,-77.016106
4th & D St NW / Judiciary Square,Return,19,AFTERNOON,38.895344,-77.016106
4th & D St NW / Judiciary Square,Return,1,NIGHT,38.895344,-77.016106
14th & D St SE,Return,2,LATEMORN,38.884,-76.9861
14th & D St SE,Return,7,NIGHT,38.884,-76.9861
14th & D St SE,Return,19,EVENING,38.884,-76.9861
14th & D St SE,Return,4,AFTERNOON,38.884,-76.9861
14th & D St SE,Return,3,LATENIGHT,38.884,-76.9861
26th & Crystal Dr,Return,1,EARLYMORN,38.8518,-77.0498
26th & Crystal Dr,Return,6,EVENING,38.8518,-77.0498
26th & Crystal Dr,Return,4,LATEMORN,38.8518,-77.0498
26th & Crystal Dr,Return,2,AFTERNOON,38.8518,-77.0498
Columbia Rd & Belmont St NW,Return,2,EARLYMORN,38.920669,-77.04368
Columbia Rd & Belmont St NW,Return,20,EVENING,38.920669,-77.04368
Columbia Rd & Belmont St NW,Return,2,LATEMORN,38.920669,-77.04368
Columbia Rd & Belmont St NW,Return,5,AFTERNOON,38.920669,-77.04368
Columbia Rd & Belmont St NW,Return,17,NIGHT,38.920669,-77.04368
King St & Patrick St,Return,4,LATEMORN,38.805317,-77.049883
King St & Patrick St,Return,1,AFTERNOON,38.805317,-77.049883
King St & Patrick St,Return,3,NIGHT,38.805317,-77.049883
Lamont & Mt Pleasant NW,Return,14,EVENING,38.9319,-77.0388
Lamont & Mt Pleasant NW,Return,4,EARLYMORN,38.9319,-77.0388
Lamont & Mt Pleasant NW,Return,5,LATENIGHT,38.9319,-77.0388
Lamont & Mt Pleasant NW,Return,1,LATEMORN,38.9319,-77.0388
Lamont & Mt Pleasant NW,Return,3,AFTERNOON,38.9319,-77.0388
Lamont & Mt Pleasant NW,Return,16,NIGHT,38.9319,-77.0388
17th & K St NW [formerly 17th & L St NW],Return,21,EVENING,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Return,4,EARLYMORN,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Return,1,LATENIGHT,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Return,20,LATEMORN,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Return,13,AFTERNOON,38.90276,-77.03863
17th & K St NW [formerly 17th & L St NW],Return,7,NIGHT,38.90276,-77.03863
Jefferson Memorial,Return,12,EVENING,38.879819,-77.037413
Jefferson Memorial,Return,1,LATEMORN,38.879819,-77.037413
Jefferson Memorial,Return,16,AFTERNOON,38.879819,-77.037413
Jefferson Memorial,Return,4,NIGHT,38.879819,-77.037413
Wilson Blvd & N Oakland St,Return,1,EVENING,38.8815,-77.10396
Wilson Blvd & N Oakland St,Return,1,LATENIGHT,38.8815,-77.10396
4th & E St SW,Return,15,EVENING,38.88412,-77.017445
4th & E St SW,Return,1,EARLYMORN,38.88412,-77.017445
4th & E St SW,Return,1,LATENIGHT,38.88412,-77.017445
4th & E St SW,Return,18,LATEMORN,38.88412,-77.017445
4th & E St SW,Return,3,AFTERNOON,38.88412,-77.017445
4th & E St SW,Return,6,NIGHT,38.88412,-77.017445
Randle Circle & Minnesota Ave NE,Return,1,AFTERNOON,38.878,-76.9607
4th St & Rhode Island Ave NE,Return,7,NIGHT,38.919488,-77.000624
4th St & Rhode Island Ave NE,Return,4,EVENING,38.919488,-77.000624
4th St & Rhode Island Ave NE,Return,1,LATEMORN,38.919488,-77.000624
4th St & Rhode Island Ave NE,Return,1,AFTERNOON,38.919488,-77.000624
4th St & Rhode Island Ave NE,Return,1,LATENIGHT,38.919488,-77.000624
15th & P St NW,Return,7,LATENIGHT,38.90985,-77.034438
15th & P St NW,Return,58,EVENING,38.90985,-77.034438
15th & P St NW,Return,16,LATEMORN,38.90985,-77.034438
15th & P St NW,Return,33,AFTERNOON,38.90985,-77.034438
15th & P St NW,Return,34,NIGHT,38.90985,-77.034438
36th & Calvert St NW / Glover Park,Return,3,EVENING,38.922581,-77.070334
36th & Calvert St NW / Glover Park,Return,1,LATEMORN,38.922581,-77.070334
36th & Calvert St NW / Glover Park,Return,2,AFTERNOON,38.922581,-77.070334
15th & Crystal Dr,Return,2,EVENING,38.860244,-77.050276
15th & Crystal Dr,Return,1,LATEMORN,38.860244,-77.050276
15th & Crystal Dr,Return,2,AFTERNOON,38.860244,-77.050276
15th St & Massachusetts Ave SE,Return,7,NIGHT,38.88732,-76.983569
15th St & Massachusetts Ave SE,Return,21,EVENING,38.88732,-76.983569
15th St & Massachusetts Ave SE,Return,5,AFTERNOON,38.88732,-76.983569
15th St & Massachusetts Ave SE,Return,4,LATENIGHT,38.88732,-76.983569
